2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
0.6,0.7,0.7,0.7,0.7,0.8,0.9,1,1,1.1,1.1,1.1,1.16,1.2,1.16,1.65,1.72,1.66,1.65,1.63,1.66
